Gene	Correlation	Labels	dot	class
ENSG00000227932.2	-0.039972997			
ENSG00000234578.1	-0.039978471			
ENSG00000267449.1	-0.039986939			
ENSG00000282137.1	-0.03998774			
ENSG00000255331.1	-0.039994996			
ENSG00000272079.2	-0.040001121			
ENSG00000206723.1	-0.040009551			
ENSG00000248824.2	-0.040012829			
ENSG00000202408.2	-0.04001549			
ENSG00000254760.1	-0.040052216			
ENSG00000236471.1	-0.040060205			
ENSG00000285228.1	-0.040065737			
ENSG00000118520.15	-0.040069499			
ENSG00000224311.1	-0.040072845			
ENSG00000250966.2	-0.0400791			
ENSG00000175497.17	-0.040082137			
ENSG00000268947.1	-0.040091071			
ENSG00000260014.1	-0.04009204			
ENSG00000213025.2	-0.040093439			
ENSG00000285016.1	-0.040106718			
ENSG00000197437.4	-0.040117262			
ENSG00000243236.6	-0.040121447			
ENSG00000205777.18	-0.040129588			
ENSG00000248565.2	-0.040146125			
ENSG00000287063.1	-0.040148516			
ENSG00000286206.1	-0.040149193			
ENSG00000257346.1	-0.040149361			
ENSG00000243483.1	-0.040164781			
ENSG00000244146.1	-0.040171032			
ENSG00000236773.1	-0.040171254			
ENSG00000249405.1	-0.040173374			
ENSG00000224887.1	-0.040176168			
ENSG00000248518.1	-0.040197013			
ENSG00000185115.6	-0.040204132			
ENSG00000237450.5	-0.040227915			
ENSG00000101327.9	-0.040233741			
ENSG00000232514.1	-0.040237202			
ENSG00000279572.1	-0.04024193			
ENSG00000234263.2	-0.040244369			
ENSG00000284623.1	-0.040259618			
ENSG00000106648.14	-0.040273446			
ENSG00000239392.2	-0.040313832			
ENSG00000215905.4	-0.040342214			
ENSG00000223906.1	-0.040344149			
ENSG00000276508.1	-0.040355582			
ENSG00000265934.1	-0.040363659			
ENSG00000268153.5	-0.040378876			
ENSG00000272305.5	-0.040395748			
ENSG00000197153.5	-0.040398673			
ENSG00000251583.1	-0.040413621			
ENSG00000288321.1	-0.040418493			
ENSG00000224079.1	-0.040432627			
ENSG00000258426.1	-0.040435837			
ENSG00000123901.9	-0.040442858			
ENSG00000277227.1	-0.04045366			
ENSG00000223343.1	-0.040474563			
ENSG00000047249.18	-0.040487557			
ENSG00000232044.7	-0.040487845			
ENSG00000235076.2	-0.040489268			
ENSG00000212724.3	-0.040504691			
ENSG00000226421.1	-0.040508308			
ENSG00000234481.2	-0.040508833			
ENSG00000224463.1	-0.040510348			
ENSG00000231754.2	-0.0405323			
ENSG00000224465.1	-0.040534355			
ENSG00000215553.3	-0.040536832			
ENSG00000103707.10	-0.040556052			
ENSG00000252118.1	-0.040561136			
ENSG00000287418.1	-0.040573136			
ENSG00000241722.2	-0.040586839			
ENSG00000285986.1	-0.040587623			
ENSG00000233153.6	-0.040591278			
ENSG00000283626.1	-0.040596306			
ENSG00000248919.7	-0.04059713			
ENSG00000286809.1	-0.040615092			
ENSG00000198157.11	-0.040624472			
ENSG00000233243.1	-0.040624906			
ENSG00000284518.1	-0.04062865			
ENSG00000287154.1	-0.040629309			
ENSG00000229757.2	-0.040647833			
ENSG00000267750.6	-0.040651875			
ENSG00000175730.8	-0.040672071			
ENSG00000268287.1	-0.040673782			
ENSG00000270702.1	-0.040678564			
ENSG00000230000.3	-0.040686579			
ENSG00000251947.1	-0.040687971			
ENSG00000168081.9	-0.040693662			
ENSG00000215002.2	-0.040701849			
ENSG00000168589.15	-0.040707407			
ENSG00000147481.17	-0.04071843			
ENSG00000227484.1	-0.04071854			
ENSG00000261335.1	-0.040726625			
ENSG00000167757.14	-0.040736221			
ENSG00000070371.16	-0.040741026			
ENSG00000100346.18	-0.04074942			
ENSG00000147687.19	-0.040752886			
ENSG00000237624.1	-0.040753923			
ENSG00000233642.1	-0.040755387			
ENSG00000167107.13	-0.040763676			
ENSG00000254896.1	-0.040778248			
ENSG00000249959.6	-0.040779147			
ENSG00000275874.1	-0.040787175			
ENSG00000279047.4	-0.040787861			
ENSG00000267221.3	-0.040793863			
ENSG00000143257.12	-0.040795502			
ENSG00000244461.1	-0.04079945			
ENSG00000105612.9	-0.040809775			
ENSG00000213612.3	-0.040848104			
ENSG00000237109.1	-0.040868768			
ENSG00000074211.14	-0.04089015			
ENSG00000260664.2	-0.040914			
ENSG00000234182.2	-0.040915412			
ENSG00000187657.6	-0.040916639			
ENSG00000215035.2	-0.040923809			
ENSG00000226156.1	-0.04093288			
ENSG00000184730.11	-0.040936677			
ENSG00000251321.1	-0.040941498			
ENSG00000255449.1	-0.040942612			
ENSG00000224227.3	-0.040975683			
ENSG00000285946.1	-0.040976733			
ENSG00000279261.2	-0.040982658			
ENSG00000125850.11	-0.041005604			
ENSG00000267808.1	-0.041021608			
ENSG00000274966.1	-0.041034191			
ENSG00000214872.8	-0.041047298			
ENSG00000252149.1	-0.041071298			
ENSG00000255916.1	-0.041077221			
ENSG00000253164.5	-0.041080253			
ENSG00000104918.8	-0.041081657			
ENSG00000215515.2	-0.041087582			
ENSG00000095596.12	-0.041122886			
ENSG00000267091.1	-0.041126187			
ENSG00000234617.2	-0.041135713			
ENSG00000213035.4	-0.041154337			
ENSG00000143549.21	-0.041154395			
ENSG00000215351.3	-0.041164131			
ENSG00000166165.13	-0.041164905			
ENSG00000271743.1	-0.041190293			
ENSG00000221400.2	-0.041207714			
ENSG00000197084.5	-0.041209993			
ENSG00000243711.1	-0.041219432			
ENSG00000230350.1	-0.041220696			
ENSG00000232864.1	-0.041228194			
ENSG00000222259.1	-0.041236066			
ENSG00000287758.1	-0.041236803			
ENSG00000260624.2	-0.041245458			
ENSG00000228403.1	-0.041253245			
ENSG00000245059.2	-0.0412555			
ENSG00000271164.1	-0.041255914			
ENSG00000285674.1	-0.041266191			
ENSG00000146918.20	-0.041278811			
ENSG00000177108.5	-0.041287348			
ENSG00000242899.1	-0.041294178			
ENSG00000233357.2	-0.041307948			
ENSG00000121210.16	-0.041309127			
ENSG00000269736.1	-0.041313122			
ENSG00000278982.1	-0.041313442			
ENSG00000234066.1	-0.041340056			
ENSG00000264458.1	-0.041340299			
ENSG00000232394.1	-0.041349572			
ENSG00000235303.1	-0.041352378			
ENSG00000254720.1	-0.041353381			
ENSG00000272040.1	-0.041357153			
ENSG00000156574.10	-0.041362229			
ENSG00000166845.15	-0.041368442			
ENSG00000248455.6	-0.041370317			
ENSG00000222821.1	-0.041413298			
ENSG00000167699.13	-0.041414863			
ENSG00000229924.3	-0.041453338			
ENSG00000250948.1	-0.041453544			
ENSG00000213434.2	-0.041466078			
ENSG00000236423.6	-0.041467362			
ENSG00000198467.16	-0.041468186			
ENSG00000174970.5	-0.041475054			
ENSG00000267773.1	-0.041482535			
ENSG00000163206.6	-0.041503884			
ENSG00000272626.1	-0.041517041			
ENSG00000254298.1	-0.041538526			
ENSG00000243742.5	-0.041551105			
ENSG00000239374.1	-0.041557297			
ENSG00000286454.1	-0.041558054			
ENSG00000285985.1	-0.041566701			
ENSG00000145354.12	-0.041577723			
ENSG00000237989.1	-0.041578776			
ENSG00000258956.2	-0.041581189			
ENSG00000207075.1	-0.041592888			
ENSG00000163001.12	-0.041599841			
ENSG00000234044.1	-0.041612499			
ENSG00000224387.1	-0.041616201			
ENSG00000249055.1	-0.04161622			
ENSG00000236261.1	-0.04162976			
ENSG00000111737.12	-0.041637883			
ENSG00000229443.2	-0.04164027			
ENSG00000213065.2	-0.041645605			
ENSG00000223558.1	-0.041646051			
ENSG00000268320.4	-0.041654692			
ENSG00000235207.1	-0.041656577			
ENSG00000264695.1	-0.041657234			
ENSG00000234104.1	-0.041658186			
ENSG00000156575.2	-0.041667455			
ENSG00000288255.1	-0.041677606			
ENSG00000230053.2	-0.041679908			
ENSG00000277895.1	-0.041695141			
ENSG00000215869.4	-0.041697921			
ENSG00000156282.5	-0.041704387			
ENSG00000147117.8	-0.041705786			
ENSG00000259465.2	-0.041712242			
ENSG00000125861.16	-0.04171406			
ENSG00000228089.1	-0.041714094			
ENSG00000280776.2	-0.041729414			
ENSG00000241828.2	-0.041731229			
ENSG00000063180.9	-0.041746769			
ENSG00000280390.1	-0.041756718			
ENSG00000278110.1	-0.041757016			
ENSG00000235480.1	-0.041763648			
ENSG00000235221.3	-0.041775234			
ENSG00000253295.2	-0.041792621			
ENSG00000238184.1	-0.041792917			
ENSG00000226570.2	-0.041811111			
ENSG00000232001.2	-0.041817413			
ENSG00000101811.14	-0.041819395			
ENSG00000207445.1	-0.041823092			
ENSG00000177553.6	-0.041839			
ENSG00000116584.20	-0.041849964			
ENSG00000226580.1	-0.041852289			
ENSG00000213304.3	-0.041858983			
ENSG00000286496.1	-0.041872667			
ENSG00000268530.6	-0.041873724			
ENSG00000234884.2	-0.041874447			
ENSG00000124767.7	-0.041882631			
ENSG00000120645.12	-0.041891431			
ENSG00000266932.1	-0.041893502			
ENSG00000221120.1	-0.041895116			
ENSG00000183779.7	-0.041901339			
ENSG00000234529.2	-0.041903087			
ENSG00000255108.1	-0.041905979			
ENSG00000184486.10	-0.041906479			
ENSG00000180891.13	-0.041911285			
ENSG00000244196.1	-0.041913299			
ENSG00000272430.1	-0.041916116			
ENSG00000237457.6	-0.041923738			
ENSG00000286569.1	-0.041945409			
ENSG00000217372.2	-0.041949805			
ENSG00000160188.10	-0.041951376			
ENSG00000113262.16	-0.041958699			
ENSG00000250568.1	-0.041964784			
ENSG00000163331.12	-0.04197714			
ENSG00000231985.1	-0.041990727			
ENSG00000126266.3	-0.041993054			
ENSG00000270914.1	-0.041993097			
ENSG00000259108.3	-0.041994654			
ENSG00000281548.1	-0.041995011			
ENSG00000283972.1	-0.042007642			
ENSG00000260402.1	-0.042010894			
ENSG00000246985.8	-0.042015164			
ENSG00000229182.3	-0.042016661			
ENSG00000254561.4	-0.042042558			
ENSG00000162068.2	-0.042043513			
ENSG00000138617.16	-0.042044391			
ENSG00000224683.1	-0.042054956			
ENSG00000178596.10	-0.042089282			
ENSG00000260756.1	-0.04208934			
ENSG00000214929.4	-0.042093051			
ENSG00000263637.1	-0.042097562			
ENSG00000231056.1	-0.042099313			
ENSG00000287754.1	-0.042115744			
ENSG00000203989.5	-0.042124042			
ENSG00000116752.6	-0.042130062			
ENSG00000270960.1	-0.042149322			
ENSG00000255337.1	-0.042149705			
ENSG00000214708.4	-0.042152784			
ENSG00000265683.1	-0.042154099			
ENSG00000241679.2	-0.042154911			
ENSG00000170476.16	-0.042172193			
ENSG00000159455.9	-0.042175717			
ENSG00000166917.11	-0.042184714			
ENSG00000271798.1	-0.042188626			
ENSG00000286279.1	-0.04218983			
ENSG00000105538.10	-0.042194246			
ENSG00000180425.11	-0.04221573			
ENSG00000279419.1	-0.042223706			
ENSG00000237473.2	-0.042227063			
ENSG00000270445.1	-0.042230514			
ENSG00000187626.9	-0.042233816			
ENSG00000264943.1	-0.04223553			
ENSG00000125347.14	-0.042238039			
ENSG00000234503.1	-0.042249481			
ENSG00000257125.1	-0.042251742			
ENSG00000230899.1	-0.0422647			
ENSG00000285784.1	-0.042272241			
ENSG00000163207.7	-0.042282294			
ENSG00000113649.11	-0.042282543			
ENSG00000273419.1	-0.042293014			
ENSG00000136110.13	-0.042294785			
ENSG00000236468.1	-0.042299452			
ENSG00000100425.18	-0.042302442			
ENSG00000277590.1	-0.042304908			
ENSG00000259897.2	-0.042310916			
ENSG00000207235.1	-0.042318771			
ENSG00000287685.1	-0.042318914			
ENSG00000205054.8	-0.042319956			
ENSG00000249851.1	-0.042321972			
ENSG00000264540.2	-0.042332338			
ENSG00000183798.5	-0.042332372			
ENSG00000258692.2	-0.042339204			
ENSG00000166153.16	-0.042348347			
ENSG00000236348.1	-0.042350803			
ENSG00000272774.1	-0.042362074			
ENSG00000112941.14	-0.042365443			
ENSG00000132613.15	-0.04236556			
ENSG00000166090.8	-0.042367249			
ENSG00000273297.2	-0.042377127			
ENSG00000135457.10	-0.042379076			
ENSG00000259805.1	-0.04238012			
ENSG00000158055.16	-0.042384134			
ENSG00000181378.14	-0.042397531			
ENSG00000067334.14	-0.042400465			
ENSG00000261668.1	-0.042412505			
ENSG00000179564.4	-0.042421305			
ENSG00000145192.13	-0.042422051			
ENSG00000242474.3	-0.042423487			
ENSG00000231419.6	-0.042424769			
ENSG00000258018.2	-0.04242875			
ENSG00000214351.5	-0.042439764			
ENSG00000234735.1	-0.042450708			
ENSG00000198090.3	-0.042453892			
ENSG00000186143.11	-0.042461906			
ENSG00000100418.8	-0.042477272			
ENSG00000236396.8	-0.042479279			
ENSG00000264066.6	-0.042485086			
ENSG00000263427.1	-0.0424895			
ENSG00000228422.5	-0.042490115			
ENSG00000237458.1	-0.042500083			
ENSG00000160505.16	-0.042501634			
ENSG00000274228.1	-0.042509446			
ENSG00000228415.3	-0.042512349			
ENSG00000239969.5	-0.042534223			
ENSG00000228478.1	-0.042534654			
ENSG00000278630.1	-0.042535369			
ENSG00000062282.15	-0.042544772			
ENSG00000253287.1	-0.04255647			
ENSG00000258713.3	-0.042558935			
ENSG00000183873.18	-0.042559128			
ENSG00000256463.8	-0.04256972			
ENSG00000277738.1	-0.042572837			
ENSG00000287734.1	-0.042579924			
ENSG00000179055.7	-0.0425901			
ENSG00000197721.17	-0.042597909			
ENSG00000227255.1	-0.042625115			
ENSG00000199899.2	-0.042635331			
ENSG00000270395.1	-0.042636373			
ENSG00000287651.1	-0.042648406			
ENSG00000204007.7	-0.042651385			
ENSG00000248485.2	-0.042652521			
ENSG00000285212.1	-0.042658762			
ENSG00000147206.17	-0.042692098			
ENSG00000234496.2	-0.042699076			
ENSG00000233036.1	-0.042707585			
ENSG00000234067.1	-0.042713622			
ENSG00000230452.1	-0.042715463			
ENSG00000263677.2	-0.042718242			
ENSG00000259424.1	-0.042721193			
ENSG00000226864.2	-0.042726558			
ENSG00000274210.1	-0.042726991			
ENSG00000236099.1	-0.042727042			
ENSG00000213525.3	-0.042729384			
ENSG00000078902.16	-0.042733804			
ENSG00000215271.9	-0.042736501			
ENSG00000186104.11	-0.042740337			
ENSG00000165637.13	-0.04274506			
ENSG00000211818.1	-0.04274605			
ENSG00000261687.1	-0.042760733			
ENSG00000255216.2	-0.042760943			
ENSG00000257261.6	-0.04277485			
ENSG00000229605.5	-0.042775704			
ENSG00000236206.2	-0.042783301			
ENSG00000262686.1	-0.042788858			
ENSG00000228697.4	-0.042794721			
ENSG00000226364.1	-0.042799636			
ENSG00000269504.3	-0.042805379			
ENSG00000285045.1	-0.042808173			
ENSG00000234559.1	-0.042809071			
ENSG00000254697.1	-0.042810406			
ENSG00000227694.1	-0.042812516			
ENSG00000245888.7	-0.042812706			
ENSG00000137078.9	-0.042817297			
ENSG00000286879.1	-0.042825971			
ENSG00000259146.4	-0.042828145			
ENSG00000239958.3	-0.042842015			
ENSG00000096006.12	-0.042847095			
ENSG00000227063.5	-0.042852575			
ENSG00000147613.8	-0.042857107			
ENSG00000250132.6	-0.042864144			
ENSG00000200334.1	-0.042865099			
ENSG00000287395.1	-0.042868299			
ENSG00000227560.1	-0.042868396			
ENSG00000183688.4	-0.042873858			
ENSG00000188800.6	-0.042874705			
ENSG00000234186.4	-0.042896423			
ENSG00000255344.2	-0.042903821			
ENSG00000274238.1	-0.042909895			
ENSG00000187959.9	-0.04291019			
ENSG00000167695.15	-0.042911195			
ENSG00000224760.4	-0.042926456			
ENSG00000205745.2	-0.042928837			
ENSG00000273836.1	-0.042932658			
ENSG00000235264.1	-0.0429358			
ENSG00000224988.1	-0.042938779			
ENSG00000230764.1	-0.042949536			
ENSG00000274629.1	-0.042955298			
ENSG00000248419.2	-0.042962865			
ENSG00000231781.1	-0.042971427			
ENSG00000202356.1	-0.042972461			
ENSG00000198358.4	-0.042975075			
ENSG00000244565.1	-0.042977558			
ENSG00000226965.2	-0.042984593			
ENSG00000216519.2	-0.042996647			
ENSG00000259259.1	-0.043002109			
ENSG00000023572.10	-0.043002997			
ENSG00000175514.2	-0.043003673			
ENSG00000203971.2	-0.043040531			
ENSG00000234199.3	-0.043044208			
ENSG00000212565.1	-0.043054441			
ENSG00000234262.1	-0.043058231			
ENSG00000284490.1	-0.043058278			
ENSG00000223884.7	-0.043061605			
ENSG00000287905.1	-0.043062517			
ENSG00000225279.2	-0.043080427			
ENSG00000166569.8	-0.043095859			
ENSG00000135625.8	-0.043113622			
ENSG00000205126.2	-0.043126478			
ENSG00000266925.1	-0.043135808			
ENSG00000175322.12	-0.043138724			
ENSG00000173156.7	-0.043167151			
ENSG00000255855.2	-0.043169951			
ENSG00000167371.21	-0.043179509			
ENSG00000254946.2	-0.043182979			
ENSG00000258649.1	-0.043184927			
ENSG00000249488.1	-0.043187409			
ENSG00000279359.1	-0.043192645			
ENSG00000268390.1	-0.043213741			
ENSG00000267729.1	-0.043213885			
ENSG00000287014.1	-0.043215613			
ENSG00000143355.16	-0.043223713			
ENSG00000269458.1	-0.043227156			
ENSG00000138385.16	-0.043228665			
ENSG00000279211.1	-0.043231504			
ENSG00000287280.1	-0.043244664			
ENSG00000223972.5	-0.043259228			
ENSG00000271612.1	-0.043272848			
ENSG00000138622.4	-0.043282337			
ENSG00000180834.8	-0.043299997			
ENSG00000234107.1	-0.04330061			
ENSG00000259308.3	-0.043306649			
ENSG00000180720.7	-0.043310807			
ENSG00000236327.2	-0.043316341			
ENSG00000213488.4	-0.043330926			
ENSG00000245317.2	-0.043336018			
ENSG00000230014.1	-0.043345666			
ENSG00000080910.13	-0.04334756			
ENSG00000267148.1	-0.043349291			
ENSG00000277287.1	-0.043354031			
ENSG00000270865.1	-0.043367221			
ENSG00000241423.2	-0.043368366			
ENSG00000235510.1	-0.043382974			
ENSG00000255415.1	-0.043383741			
ENSG00000240919.1	-0.043385967			
ENSG00000260126.2	-0.043388286			
ENSG00000120251.21	-0.043392198			
ENSG00000229630.1	-0.043393268			
ENSG00000183560.9	-0.043395273			
ENSG00000274300.1	-0.043399551			
ENSG00000256678.1	-0.04340628			
ENSG00000000460.17	-0.043408758			
ENSG00000260815.3	-0.043431797			
ENSG00000112280.17	-0.043433001			
ENSG00000271554.1	-0.043438567			
ENSG00000233664.1	-0.043441385			
ENSG00000271655.1	-0.043441662			
ENSG00000218198.3	-0.043444641			
ENSG00000225386.2	-0.043448762			
ENSG00000185296.8	-0.04344879			
ENSG00000287810.1	-0.043454623			
ENSG00000249526.1	-0.043457058			
ENSG00000240401.9	-0.043466197			
ENSG00000229937.9	-0.043469472			
ENSG00000272088.1	-0.043471475			
ENSG00000223398.1	-0.043472571			
ENSG00000253661.2	-0.043473308			
ENSG00000129038.16	-0.043476069			
ENSG00000224271.7	-0.043476296			
ENSG00000183631.5	-0.043481937			
ENSG00000255335.2	-0.043491939			
ENSG00000253898.1	-0.043492653			
ENSG00000119973.6	-0.043501668			
ENSG00000265445.1	-0.043509144			
ENSG00000120158.12	-0.043526916			
ENSG00000262703.1	-0.043540902			
ENSG00000198526.7	-0.043542437			
ENSG00000183470.9	-0.043558421			
ENSG00000260246.1	-0.043560526			
ENSG00000255106.1	-0.043561608			
ENSG00000211912.1	-0.043562091			
ENSG00000055957.11	-0.043564335			
ENSG00000165175.16	-0.043567399			
ENSG00000287186.1	-0.043573164			
ENSG00000234646.7	-0.043575142			
ENSG00000183134.5	-0.043575761			
ENSG00000230148.8	-0.043587977			
ENSG00000232445.2	-0.043590889			
ENSG00000112077.17	-0.043593551			
ENSG00000187999.4	-0.043594972			
ENSG00000163214.21	-0.043601093			
ENSG00000260763.1	-0.043602044			
ENSG00000230618.3	-0.043625852			
ENSG00000240143.1	-0.043629416			
ENSG00000110076.19	-0.043636657			
ENSG00000285759.1	-0.043642473			
ENSG00000152931.9	-0.043657807			
ENSG00000279611.1	-0.043685139			
ENSG00000204949.9	-0.043686493			
ENSG00000188162.12	-0.043688994			
ENSG00000241281.1	-0.043698898			
ENSG00000213760.11	-0.043713609			
ENSG00000224885.1	-0.043714614			
ENSG00000256626.1	-0.043717707			
ENSG00000272646.1	-0.043723191			
ENSG00000163612.10	-0.043733279			
ENSG00000237742.7	-0.043738939			
ENSG00000277170.1	-0.043744134			
ENSG00000237290.2	-0.043768243			
ENSG00000124678.20	-0.043769786			
ENSG00000109956.13	-0.043772101			
ENSG00000285563.1	-0.043779596			
ENSG00000198010.13	-0.04379223			
ENSG00000287451.1	-0.043795669			
ENSG00000157353.17	-0.043807747			
ENSG00000253603.1	-0.043813223			
ENSG00000261449.1	-0.043822703			
ENSG00000199515.1	-0.043829302			
ENSG00000184148.4	-0.043831025			
ENSG00000232134.1	-0.043832306			
ENSG00000260388.2	-0.043840167			
ENSG00000234839.1	-0.043847096			
ENSG00000213669.2	-0.043849416			
ENSG00000285416.1	-0.043857811			
ENSG00000236114.1	-0.043863365			
ENSG00000132259.13	-0.043867997			
ENSG00000261392.1	-0.043874907			
ENSG00000085415.16	-0.043879401			
ENSG00000248215.6	-0.043881358			
ENSG00000126602.11	-0.043903032			
ENSG00000228345.2	-0.043904105			
ENSG00000118156.12	-0.043919431			
ENSG00000258598.1	-0.04394927			
ENSG00000275927.1	-0.043954007			
ENSG00000240086.7	-0.043962938			
ENSG00000182179.13	-0.043970032			
ENSG00000261832.6	-0.043971772			
ENSG00000287538.1	-0.043976242			
ENSG00000286654.1	-0.043984393			
ENSG00000276651.1	-0.043989836			
ENSG00000286875.1	-0.043995661			
ENSG00000241103.1	-0.044018699			
ENSG00000259178.1	-0.044019044			
ENSG00000237378.3	-0.044020822			
ENSG00000259151.2	-0.044030272			
ENSG00000271109.2	-0.044054289			
ENSG00000229863.1	-0.044064607			
ENSG00000260144.1	-0.04406556			
ENSG00000262519.1	-0.044067072			
ENSG00000226229.2	-0.044067371			
ENSG00000178403.4	-0.044073507			
ENSG00000283166.1	-0.044075856			
ENSG00000244005.13	-0.044076679			
ENSG00000251484.3	-0.044086155			
ENSG00000255680.1	-0.044095174			
ENSG00000263482.3	-0.0441077			
ENSG00000186075.13	-0.044107976			
ENSG00000271259.1	-0.044108476			
ENSG00000272374.1	-0.044110652			
ENSG00000277482.1	-0.044116287			
ENSG00000220541.4	-0.044120957			
ENSG00000163141.20	-0.044123417			
ENSG00000168828.5	-0.044123958			
ENSG00000123685.9	-0.044125031			
ENSG00000283980.1	-0.044125825			
ENSG00000136238.18	-0.044133966			
ENSG00000101981.12	-0.044134946			
ENSG00000280242.1	-0.044140603			
ENSG00000185966.4	-0.044141944			
ENSG00000130167.14	-0.044145437			
ENSG00000166947.15	-0.044146464			
ENSG00000273971.1	-0.044148869			
ENSG00000267498.2	-0.044161583			
ENSG00000283205.1	-0.044165844			
ENSG00000255478.1	-0.04417054			
ENSG00000261259.1	-0.044170799			
ENSG00000205106.4	-0.044175819			
ENSG00000100139.13	-0.044183427			
ENSG00000227515.3	-0.044183888			
ENSG00000224625.2	-0.044201172			
ENSG00000234085.1	-0.044202248			
ENSG00000230809.1	-0.044206996			
ENSG00000206763.1	-0.04421084			
ENSG00000284946.1	-0.044219137			
ENSG00000236871.7	-0.044236787			
ENSG00000251410.2	-0.044252711			
ENSG00000272625.1	-0.04425392			
ENSG00000153498.12	-0.04425574			
ENSG00000283036.3	-0.044262185			
ENSG00000102096.9	-0.044269683			
ENSG00000113327.17	-0.044294505			
ENSG00000272293.1	-0.044302211			
ENSG00000261780.3	-0.044309507			
ENSG00000154162.15	-0.044319908			
ENSG00000146205.14	-0.044323431			
ENSG00000178078.12	-0.044331275			
ENSG00000237398.1	-0.044333765			
ENSG00000244057.4	-0.044337452			
ENSG00000187026.3	-0.044338712			
ENSG00000256218.1	-0.04435224			
ENSG00000234790.1	-0.044353999			
ENSG00000279240.1	-0.044357091			
ENSG00000144119.4	-0.044358562			
ENSG00000235597.2	-0.044372585			
ENSG00000224204.1	-0.04437596			
ENSG00000234797.5	-0.044380773			
ENSG00000206187.4	-0.04438806			
ENSG00000259514.1	-0.044394718			
ENSG00000286728.1	-0.044398364			
ENSG00000022976.15	-0.044400852			
ENSG00000224421.1	-0.044408151			
ENSG00000136295.15	-0.044409029			
ENSG00000259522.3	-0.044420476			
ENSG00000267656.1	-0.044423637			
ENSG00000279610.1	-0.044442486			
ENSG00000256341.1	-0.044452847			
ENSG00000272411.1	-0.044455085			
ENSG00000269622.1	-0.044465388			
ENSG00000276568.1	-0.04447003			
ENSG00000287721.1	-0.044477636			
ENSG00000205086.8	-0.044489908			
ENSG00000244627.5	-0.044495804			
ENSG00000265178.1	-0.04450016			
ENSG00000225622.1	-0.044500367			
ENSG00000269918.1	-0.044506457			
ENSG00000271320.1	-0.044513958			
ENSG00000198797.7	-0.044518647			
ENSG00000229201.1	-0.044522958			
ENSG00000130592.17	-0.044533784			
ENSG00000139988.10	-0.044537353			
ENSG00000234902.6	-0.044568103			
ENSG00000274988.1	-0.044569626			
ENSG00000236601.2	-0.044572821			
ENSG00000286700.1	-0.04457443			
ENSG00000256670.1	-0.044591352			
ENSG00000254295.1	-0.044591375			
ENSG00000258726.1	-0.044593206			
ENSG00000237206.1	-0.044599376			
ENSG00000239797.1	-0.044600415			
ENSG00000287412.1	-0.044608002			
ENSG00000287176.1	-0.044620002			
ENSG00000117569.19	-0.04462328			
ENSG00000264151.6	-0.044632525			
ENSG00000231487.1	-0.044651492			
ENSG00000249582.1	-0.044660103			
ENSG00000252483.1	-0.044660829			
ENSG00000199405.1	-0.044662102			
ENSG00000169016.17	-0.044668542			
ENSG00000229000.1	-0.04468401			
ENSG00000251644.1	-0.044686962			
ENSG00000256254.1	-0.044693528			
ENSG00000225487.2	-0.044701348			
ENSG00000231931.1	-0.044714151			
ENSG00000271462.1	-0.04471788			
ENSG00000273639.6	-0.044718618			
ENSG00000286388.1	-0.044727016			
ENSG00000214455.4	-0.044739829			
ENSG00000232199.1	-0.044741327			
ENSG00000284221.1	-0.044748622			
ENSG00000282320.1	-0.044757395			
ENSG00000168301.13	-0.044764632			
ENSG00000168367.11	-0.044771222			
ENSG00000125522.3	-0.044772707			
ENSG00000102172.16	-0.044777007			
ENSG00000267719.1	-0.044799534			
ENSG00000214578.5	-0.044807944			
ENSG00000255734.1	-0.044808076			
ENSG00000234394.8	-0.044821001			
ENSG00000174564.13	-0.044830873			
ENSG00000277258.5	-0.044856598			
ENSG00000105889.16	-0.044878745			
ENSG00000221114.1	-0.044880832			
ENSG00000265561.2	-0.04489234			
ENSG00000276869.1	-0.044892508			
ENSG00000104312.8	-0.044893476			
ENSG00000267920.1	-0.044909861			
ENSG00000181786.5	-0.044912688			
ENSG00000113763.12	-0.044918523			
ENSG00000255341.1	-0.04493436			
ENSG00000185681.13	-0.044935952			
ENSG00000227549.2	-0.044940507			
ENSG00000201136.1	-0.044942126			
ENSG00000277157.2	-0.044954178			
ENSG00000287544.1	-0.044959735			
ENSG00000275490.1	-0.044964756			
ENSG00000262099.1	-0.044965636			
ENSG00000240871.5	-0.044980318			
ENSG00000104760.17	-0.0449846			
ENSG00000232944.1	-0.044986782			
ENSG00000250426.2	-0.04498952			
ENSG00000267959.3	-0.044990256			
ENSG00000180433.5	-0.04500382			
ENSG00000173714.8	-0.045004715			
ENSG00000274215.1	-0.045012861			
ENSG00000287889.1	-0.045017057			
ENSG00000183308.6	-0.045018162			
ENSG00000254793.1	-0.04502417			
ENSG00000213924.3	-0.045025279			
ENSG00000283992.2	-0.045039296			
ENSG00000287903.1	-0.045047728			
ENSG00000257056.3	-0.045077842			
ENSG00000270332.2	-0.045082514			
ENSG00000242276.2	-0.045084482			
ENSG00000227382.1	-0.04508688			
ENSG00000202322.1	-0.045087881			
ENSG00000152214.14	-0.045097623			
ENSG00000241929.1	-0.045106756			
ENSG00000225982.1	-0.045139579			
ENSG00000237235.2	-0.045141078			
ENSG00000178971.16	-0.045162978			
ENSG00000213857.3	-0.045165613			
ENSG00000275491.1	-0.045167847			
ENSG00000186652.10	-0.045182413			
ENSG00000163002.13	-0.045185223			
